Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 01/31/2017,	Time = 17:10,	
Latitude = 52 55.02  S,	Longitude = 000 00.12  W
330.22,	2.0800
330.86,	2.0800
331.51,	2.0800
332.16,	2.0800
332.80,	2.0800
333.45,	2.0800
334.10,	2.0800
334.74,	2.0800
335.39,	2.0700
336.03,	2.0800
336.68,	2.0700
337.33,	2.0700
337.97,	2.0700
338.62,	2.0700
339.26,	2.0700
339.91,	2.0700
340.56,	2.0700
341.20,	2.0700
341.85,	2.0700
342.49,	2.0700
343.14,	2.0700
343.78,	2.0700
344.43,	2.0700
345.08,	2.0700
345.72,	2.0800
346.37,	2.0800
347.01,	2.0700
347.66,	2.0700
348.30,	2.0700
348.95,	2.0700
349.59,	2.0700
350.24,	2.0700
350.88,	2.0700
351.53,	2.0700
352.17,	2.0700
352.82,	2.0700
353.46,	2.0700
354.11,	2.0700
354.75,	2.0700
355.40,	2.0700
356.04,	2.0700
356.69,	2.0700
357.33,	2.0700
357.98,	2.0700
358.62,	2.0700
359.27,	2.0700
359.91,	2.0700
360.55,	2.0700
361.20,	2.0700
361.84,	2.0700
362.49,	2.0700
363.13,	2.0700
363.78,	2.0700
364.42,	2.0700
365.06,	2.0700
365.71,	2.0700
366.35,	2.0700
367.00,	2.0700
367.64,	2.0700
368.28,	2.0700
368.93,	2.0700
369.57,	2.0700
370.22,	2.0700
370.86,	2.0600
371.50,	2.0700
372.15,	2.0700
372.79,	2.0700
373.43,	2.0700
374.08,	2.0700
374.72,	2.0700
375.36,	2.0600
376.01,	2.0600
376.65,	2.0600
377.29,	2.0600
377.94,	2.0600
378.58,	2.0700
379.22,	2.0700
379.87,	2.0700
380.51,	2.0700
381.15,	2.0700
381.79,	2.0700
382.44,	2.0600
383.08,	2.0600
383.72,	2.0700
384.37,	2.0700
385.01,	2.0700
385.65,	2.0700
386.29,	2.0600
386.94,	2.0600
387.58,	2.0600
388.22,	2.0600
388.86,	2.0600
389.51,	2.0600
390.15,	2.0600
390.79,	2.0600
391.43,	2.0600
392.08,	2.0600
392.72,	2.0600
393.36,	2.0600
394.00,	2.0600
394.64,	2.0600
395.29,	2.0600
395.93,	2.0600
396.57,	2.0600
397.21,	2.0600
397.85,	2.0600
398.50,	2.0600
399.14,	2.0600
399.78,	2.0600
400.42,	2.0600
401.06,	2.0600
401.70,	2.0600
402.34,	2.0600
402.99,	2.0600
403.63,	2.0600
404.27,	2.0600
404.91,	2.0600
405.55,	2.0600
406.19,	2.0600
406.83,	2.0600
407.48,	2.0600
408.12,	2.0600
408.76,	2.0600
409.40,	2.0600
410.04,	2.0600
410.68,	2.0600
411.32,	2.0600
411.96,	2.0600
412.60,	2.0600
413.24,	2.0600
413.88,	2.0600
414.52,	2.0600
415.17,	2.0500
415.81,	2.0500
416.45,	2.0500
417.09,	2.0500
417.73,	2.0500
418.37,	2.0500
419.01,	2.0500
419.65,	2.0500
420.29,	2.0500
420.93,	2.0500
421.57,	2.0500
422.21,	2.0500
422.85,	2.0500
423.49,	2.0500
424.13,	2.0500
424.77,	2.0500
425.41,	2.0500
426.05,	2.0500
426.69,	2.0500
427.33,	2.0500
427.97,	2.0500
428.61,	2.0500
429.25,	2.0500
429.89,	2.0500
430.53,	2.0500
431.17,	2.0500
431.80,	2.0500
432.44,	2.0500
433.08,	2.0500
433.72,	2.0500
434.36,	2.0500
435.00,	2.0500
435.64,	2.0500
436.28,	2.0500
436.92,	2.0500
437.56,	2.0500
438.20,	2.0500
438.84,	2.0500
439.47,	2.0500
440.11,	2.0500
440.75,	2.0500
441.39,	2.0500
442.03,	2.0400
442.67,	2.0400
443.31,	2.0500
443.95,	2.0500
444.58,	2.0500
445.22,	2.0500
445.86,	2.0500
446.50,	2.0500
447.14,	2.0500
447.78,	2.0500
448.41,	2.0500
449.05,	2.0500
449.69,	2.0500
450.33,	2.0500
450.97,	2.0600
451.60,	2.0500
452.24,	2.0600
452.88,	2.0500
453.52,	2.0600
454.16,	2.0600
454.79,	2.0600
455.43,	2.0500
456.07,	2.0500
456.71,	2.0500
457.35,	2.0600
457.98,	2.0500
458.62,	2.0500
459.26,	2.0500
459.90,	2.0600
460.53,	2.0500
461.17,	2.0500
461.81,	2.0500
462.44,	2.0500
463.08,	2.0500
463.72,	2.0500
464.36,	2.0600
464.99,	2.0600
465.63,	2.0500
466.27,	2.0500
466.90,	2.0500
467.54,	2.0500
468.18,	2.0500
468.81,	2.0500
469.45,	2.0500
470.09,	2.0500
470.72,	2.0500
471.36,	2.0500
472.00,	2.0500
472.63,	2.0500
473.27,	2.0500
473.91,	2.0500
474.54,	2.0500
475.18,	2.0500
475.82,	2.0500
476.45,	2.0500
477.09,	2.0400
477.73,	2.0400
478.36,	2.0400
479.00,	2.0400
479.63,	2.0400
480.27,	2.0400
480.91,	2.0400
481.54,	2.0400
482.18,	2.0400
482.81,	2.0400
483.45,	2.0400
484.08,	2.0400
484.72,	2.0400
485.36,	2.0400
485.99,	2.0400
486.63,	2.0400
487.26,	2.0400
487.90,	2.0400
488.53,	2.0400
489.17,	2.0400
489.80,	2.0300
490.44,	2.0300
491.07,	2.0300
491.71,	2.0300
492.34,	2.0300
492.98,	2.0200
493.62,	2.0200
494.25,	2.0300
494.89,	2.0300
495.52,	2.0300
496.15,	2.0200
496.79,	2.0200
497.42,	2.0200
498.06,	2.0200
498.69,	2.0200
499.33,	2.0200
499.96,	2.0200
500.60,	2.0200
501.23,	2.0200
501.87,	2.0200
502.50,	2.0200
503.14,	2.0200
503.77,	2.0200
504.40,	2.0200
505.04,	2.0100
505.67,	2.0100
506.31,	2.0200
506.94,	2.0100
507.57,	2.0100
508.21,	2.0100
508.84,	2.0100
509.48,	2.0100
510.11,	2.0100
510.74,	2.0100
511.38,	2.0100
512.01,	2.0100
512.65,	2.0100
513.28,	2.0100
513.91,	2.0100
514.55,	2.0100
515.18,	2.0100
515.81,	2.0100
516.45,	2.0100
517.08,	2.0100
517.71,	2.0100
518.35,	2.0100
518.98,	2.0100
519.61,	2.0100
520.25,	2.0100
520.88,	2.0000
521.51,	2.0000
522.15,	2.0000
522.78,	2.0000
523.41,	2.0000
524.04,	2.0000
524.68,	2.0000
525.31,	2.0000
525.94,	2.0000
526.58,	2.0000
527.21,	2.0000
527.84,	2.0000
528.47,	2.0000
529.11,	2.0000
529.74,	2.0000
530.37,	2.0000
531.00,	2.0000
531.64,	2.0000
532.27,	2.0000
532.90,	2.0000
533.53,	2.0000
534.17,	2.0000
534.80,	2.0000
535.43,	2.0000
536.06,	2.0000
536.69,	2.0000
537.33,	2.0000
537.96,	2.0000
538.59,	2.0000
539.22,	2.0000
539.85,	2.0000
540.48,	2.0000
541.12,	2.0000
541.75,	2.0000
542.38,	2.0000
543.01,	2.0000
543.64,	2.0000
544.27,	2.0000
544.91,	2.0100
545.54,	2.0100
546.17,	2.0100
546.80,	2.0100
547.43,	2.0100
548.06,	2.0100
548.69,	2.0000
549.32,	2.0000
549.95,	2.0100
550.59,	2.0100
551.22,	2.0100
551.85,	2.0100
552.48,	2.0100
553.11,	2.0100
553.74,	2.0100
554.37,	2.0100
555.00,	2.0100
555.63,	2.0100
556.26,	2.0100
556.89,	2.0100
557.52,	2.0100
558.15,	2.0000
558.78,	2.0000
559.42,	2.0000
560.05,	2.0000
560.68,	2.0000
561.31,	2.0000
561.94,	2.0000
562.57,	2.0000
563.20,	2.0000
563.83,	1.9900
564.46,	1.9900
565.09,	1.9900
565.72,	1.9900
566.35,	1.9900
566.98,	1.9900
567.61,	1.9900
568.24,	1.9900
568.87,	1.9900
569.50,	1.9900
570.12,	1.9800
570.75,	1.9800
571.38,	1.9800
572.01,	1.9800
572.64,	1.9800
573.27,	1.9800
573.90,	1.9800
574.53,	1.9900
575.16,	1.9900
575.79,	1.9900
576.42,	2.0000
577.05,	1.9900
577.68,	1.9800
578.31,	1.9800
578.93,	1.9800
579.56,	1.9800
580.19,	1.9800
580.82,	1.9800
581.45,	1.9800
582.08,	1.9800
582.71,	1.9800
583.34,	1.9800
583.97,	1.9900
584.59,	1.9900
585.22,	2.0000
585.85,	2.0000
586.48,	2.0100
587.11,	2.0200
587.74,	2.0300
588.36,	2.0300
588.99,	2.0400
589.62,	2.0400
590.25,	2.0400
590.88,	2.0500
591.50,	2.0500
592.13,	2.0500
592.76,	2.0500
593.39,	2.0500
594.02,	2.0500
594.64,	2.0500
595.27,	2.0500
595.90,	2.0500
596.53,	2.0500
597.16,	2.0500
597.78,	2.0500
598.41,	2.0600
599.04,	2.0600
599.67,	2.0500
600.29,	2.0500
600.92,	2.0500
601.55,	2.0500
602.18,	2.0500
602.80,	2.0500
603.43,	2.0400
604.06,	2.0400
604.68,	2.0400
605.31,	2.0400
605.94,	2.0400
606.57,	2.0400
607.19,	2.0400
607.82,	2.0500
608.45,	2.0500
609.07,	2.0500
609.70,	2.0500
610.33,	2.0400
610.95,	2.0400
611.58,	2.0400
612.21,	2.0400
612.83,	2.0400
613.46,	2.0400
614.09,	2.0300
614.71,	2.0300
615.34,	2.0300
615.97,	2.0200
616.59,	2.0200
617.22,	2.0200
617.84,	2.0200
618.47,	2.0100
619.10,	2.0100
619.72,	2.0000
620.35,	2.0000
620.97,	2.0000
621.60,	2.0000
622.23,	1.9900
622.85,	1.9900
623.48,	1.9900
624.10,	1.9900
624.73,	1.9900
625.35,	1.9900
625.98,	1.9800
626.61,	1.9800
627.23,	1.9800
627.86,	1.9800
628.48,	1.9800
629.11,	1.9800
629.73,	1.9700
630.36,	1.9700
630.98,	1.9700
631.61,	1.9700
632.23,	1.9700
632.86,	1.9700
633.48,	1.9600
634.11,	1.9600
634.73,	1.9700
635.36,	1.9700
635.98,	1.9700
636.61,	1.9600
637.23,	1.9500
637.86,	1.9500
638.48,	1.9500
639.11,	1.9500
639.73,	1.9500
640.36,	1.9400
640.98,	1.9400
641.61,	1.9400
642.23,	1.9400
642.85,	1.9400
643.48,	1.9400
644.10,	1.9400
644.73,	1.9400
645.35,	1.9400
645.98,	1.9400
646.60,	1.9400
647.22,	1.9400
647.85,	1.9400
648.47,	1.9400
649.10,	1.9400
649.72,	1.9400
650.34,	1.9500
650.97,	1.9400
651.59,	1.9400
652.22,	1.9400
652.84,	1.9400
653.46,	1.9400
654.09,	1.9400
654.71,	1.9400
655.33,	1.9300
655.96,	1.9400
656.58,	1.9300
657.20,	1.9300
657.83,	1.9300
658.45,	1.9300
659.07,	1.9300
659.70,	1.9400
660.32,	1.9400
660.94,	1.9400
661.57,	1.9400
662.19,	1.9300
662.81,	1.9300
663.43,	1.9300
664.06,	1.9300
664.68,	1.9300
665.30,	1.9200
665.93,	1.9200
666.55,	1.9300
667.17,	1.9200
667.79,	1.9200
668.42,	1.9200
669.04,	1.9200
669.66,	1.9200
670.28,	1.9200
670.91,	1.9200
671.53,	1.9200
672.15,	1.9200
672.77,	1.9200
673.39,	1.9100
674.02,	1.9100
674.64,	1.9100
675.26,	1.9100
675.88,	1.9200
676.50,	1.9200
677.13,	1.9100
677.75,	1.9100
678.37,	1.9200
678.99,	1.9100
679.61,	1.9200
680.24,	1.9200
680.86,	1.9200
681.48,	1.9100
682.10,	1.9100
682.72,	1.9100
683.34,	1.9100
683.96,	1.9100
684.59,	1.9100
685.21,	1.9100
685.83,	1.9100
686.45,	1.9100
687.07,	1.9200
687.69,	1.9200
688.31,	1.9200
688.93,	1.9200
689.56,	1.9200
690.18,	1.9200
690.80,	1.9200
691.42,	1.9200
692.04,	1.9200
692.66,	1.9200
693.28,	1.9200
693.90,	1.9200
694.52,	1.9200
695.14,	1.9200
695.76,	1.9200
696.38,	1.9200
697.00,	1.9200
697.62,	1.9200
698.25,	1.9200
698.87,	1.9200
699.49,	1.9200
700.11,	1.9200
700.73,	1.9100
701.35,	1.9100
701.97,	1.9100
702.59,	1.9200
703.21,	1.9200
703.83,	1.9200
704.45,	1.9100
705.07,	1.9200
705.69,	1.9100
706.31,	1.9100
706.93,	1.9200
707.55,	1.9200
708.17,	1.9100
708.79,	1.9100
709.40,	1.9100
710.02,	1.9100
710.64,	1.9100
711.26,	1.9100
711.88,	1.9100
712.50,	1.9100
713.12,	1.9100
713.74,	1.9100
714.36,	1.9000
714.98,	1.9000
715.60,	1.9000
716.22,	1.9000
716.84,	1.9000
717.45,	1.8900
718.07,	1.8900
718.69,	1.8900
719.31,	1.8900
719.93,	1.8900
720.55,	1.8900
721.17,	1.8900
721.79,	1.8900
722.41,	1.8900
723.02,	1.8900
723.64,	1.8900
724.26,	1.8900
724.88,	1.8900
725.50,	1.8900
726.12,	1.8900
726.73,	1.8900
727.35,	1.8900
727.97,	1.8900
728.59,	1.8800
729.21,	1.8800
729.83,	1.8800
730.44,	1.8800
731.06,	1.8900
731.68,	1.8800
732.30,	1.8800
732.92,	1.8900
733.53,	1.8900
734.15,	1.8800
734.77,	1.8800
735.39,	1.8900
736.00,	1.8800
736.62,	1.8800
737.24,	1.8900
737.86,	1.8900
738.47,	1.8800
739.09,	1.8800
739.71,	1.8800
740.33,	1.8800
740.94,	1.8800
741.56,	1.8800
742.18,	1.8700
742.79,	1.8700
743.41,	1.8700
744.03,	1.8700
744.65,	1.8700
745.26,	1.8700
745.88,	1.8700
746.50,	1.8700
747.11,	1.8700
747.73,	1.8700
748.35,	1.8700
748.96,	1.8700
749.58,	1.8700
750.20,	1.8700
750.81,	1.8700
751.43,	1.8700
752.05,	1.8700
752.66,	1.8700
753.28,	1.8700
753.90,	1.8700
754.51,	1.8700
755.13,	1.8600
755.74,	1.8600
756.36,	1.8600
756.98,	1.8500
757.59,	1.8500
758.21,	1.8500
758.82,	1.8500
759.44,	1.8500
760.06,	1.8500
760.67,	1.8500
761.29,	1.8500
761.90,	1.8500
762.52,	1.8500
763.14,	1.8500
763.75,	1.8500
764.37,	1.8500
764.98,	1.8500
765.60,	1.8500
766.21,	1.8500
766.83,	1.8500
767.44,	1.8500
768.06,	1.8500
768.67,	1.8500
769.29,	1.8500
769.90,	1.8500
770.52,	1.8500
771.14,	1.8500
771.75,	1.8500
772.37,	1.8500
772.98,	1.8500
773.59,	1.8500
774.21,	1.8500
774.82,	1.8400
775.44,	1.8400
776.05,	1.8400
776.67,	1.8400
777.28,	1.8400
777.90,	1.8400
778.51,	1.8400
779.13,	1.8400
779.74,	1.8400
780.36,	1.8400
780.97,	1.8500
781.58,	1.8500
782.20,	1.8400
782.81,	1.8500
783.43,	1.8500
784.04,	1.8500
784.66,	1.8500
785.27,	1.8500
785.88,	1.8500
786.50,	1.8400
787.11,	1.8400
787.73,	1.8400
788.34,	1.8500
788.95,	1.8500
789.57,	1.8500
790.18,	1.8400
790.79,	1.8400
791.41,	1.8400
792.02,	1.8400
792.63,	1.8400
793.25,	1.8400
793.86,	1.8400
794.47,	1.8400
795.09,	1.8400
795.70,	1.8400
796.31,	1.8400
796.93,	1.8400
797.54,	1.8400
798.15,	1.8400
798.77,	1.8400
799.38,	1.8400
799.99,	1.8400
800.61,	1.8400
801.22,	1.8400
801.83,	1.8400
802.44,	1.8400
803.06,	1.8400
803.67,	1.8400
804.28,	1.8400
804.90,	1.8400
805.51,	1.8400
806.12,	1.8400
806.73,	1.8400
807.34,	1.8400
807.96,	1.8400
808.57,	1.8400
809.18,	1.8300
809.79,	1.8300
810.41,	1.8300
811.02,	1.8300
811.63,	1.8300
812.24,	1.8300
812.85,	1.8300
813.47,	1.8200
814.08,	1.8200
814.69,	1.8200
815.30,	1.8200
815.91,	1.8200
816.53,	1.8200
817.14,	1.8200
817.75,	1.8200
818.36,	1.8200
818.97,	1.8200
819.58,	1.8100
820.20,	1.8100
820.81,	1.8000
821.42,	1.8000
822.03,	1.8000
822.64,	1.8000
823.25,	1.8000
823.86,	1.8000
824.47,	1.8000
825.09,	1.8000
825.70,	1.8000
826.31,	1.8000
826.92,	1.8000
827.53,	1.8000
828.14,	1.8000
828.75,	1.8100
829.36,	1.8000
829.97,	1.8000
830.58,	1.8000
831.19,	1.8000
831.80,	1.8000
832.42,	1.8000
833.03,	1.8000
833.64,	1.8000
834.25,	1.8000
834.86,	1.8000
835.47,	1.7900
836.08,	1.7900
836.69,	1.7900
837.30,	1.7900
837.91,	1.7900
838.52,	1.7900
839.13,	1.7900
839.74,	1.7900
840.35,	1.7900
840.96,	1.7900
841.57,	1.7900
842.18,	1.7900
842.79,	1.7900
843.40,	1.7900
844.01,	1.7900
844.62,	1.8000
845.23,	1.8000
845.84,	1.7900
846.45,	1.7900
847.06,	1.8000
847.67,	1.8000
848.27,	1.8000
848.88,	1.8000
849.49,	1.8000
850.10,	1.7900
850.71,	1.7900
851.32,	1.7900
851.93,	1.7900
852.54,	1.7900
853.15,	1.7900
853.76,	1.7900
854.37,	1.7800
854.98,	1.7800
855.58,	1.7800
856.19,	1.7800
856.80,	1.7800
857.41,	1.7800
858.02,	1.7800
858.63,	1.7800
859.24,	1.7800
859.85,	1.7800
860.45,	1.7800
861.06,	1.7800
861.67,	1.7900
862.28,	1.7900
862.89,	1.7900
863.50,	1.7800
864.10,	1.7800
864.71,	1.7800
865.32,	1.7800
865.93,	1.7800
866.54,	1.7800
867.14,	1.7800
867.75,	1.7800
868.36,	1.7800
868.97,	1.7800
869.58,	1.7800
870.18,	1.7800
870.79,	1.7800
871.40,	1.7800
872.01,	1.7800
