Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 01/31/2017,	Time = 18:36,	
Latitude = 55 34.34  S,	Longitude = 000 00.39  W
330.22,	2.0900
330.86,	2.0900
331.51,	2.1000
332.16,	2.1000
332.80,	2.0900
333.45,	2.1000
334.10,	2.1000
334.74,	2.1000
335.39,	2.1000
336.03,	2.1000
336.68,	2.1000
337.33,	2.1000
337.97,	2.1000
338.62,	2.1000
339.26,	2.1000
339.91,	2.1000
340.56,	2.1000
341.20,	2.1000
341.85,	2.1000
342.49,	2.1000
343.14,	2.1000
343.78,	2.1000
344.43,	2.1000
345.08,	2.1000
345.72,	2.1000
346.37,	2.1100
347.01,	2.1100
347.66,	2.1100
348.30,	2.1100
348.95,	2.1100
349.59,	2.1200
350.24,	2.1200
350.88,	2.1200
351.53,	2.1200
352.17,	2.1200
352.82,	2.1300
353.46,	2.1300
354.11,	2.1300
354.75,	2.1300
355.40,	2.1300
356.04,	2.1300
356.69,	2.1300
357.33,	2.1300
357.98,	2.1300
358.62,	2.1300
359.27,	2.1300
359.91,	2.1400
360.55,	2.1400
361.20,	2.1400
361.84,	2.1400
362.49,	2.1400
363.13,	2.1400
363.78,	2.1400
364.42,	2.1400
365.06,	2.1300
365.71,	2.1300
366.35,	2.1300
367.00,	2.1300
367.64,	2.1200
368.28,	2.1200
368.93,	2.1200
369.57,	2.1200
370.22,	2.1300
370.86,	2.1200
371.50,	2.1300
372.15,	2.1300
372.79,	2.1300
373.43,	2.1300
374.08,	2.1300
374.72,	2.1300
375.36,	2.1200
376.01,	2.1200
376.65,	2.1200
377.29,	2.1300
377.94,	2.1300
378.58,	2.1200
379.22,	2.1200
379.87,	2.1200
380.51,	2.1200
381.15,	2.1200
381.79,	2.1200
382.44,	2.1200
383.08,	2.1200
383.72,	2.1200
384.37,	2.1200
385.01,	2.1200
385.65,	2.1200
386.29,	2.1200
386.94,	2.1200
387.58,	2.1200
388.22,	2.1200
388.86,	2.1200
389.51,	2.1200
390.15,	2.1200
390.79,	2.1200
391.43,	2.1200
392.08,	2.1200
392.72,	2.1200
393.36,	2.1200
394.00,	2.1200
394.64,	2.1200
395.29,	2.1200
395.93,	2.1200
396.57,	2.1200
397.21,	2.1200
397.85,	2.1200
398.50,	2.1200
399.14,	2.1300
399.78,	2.1300
400.42,	2.1300
401.06,	2.1300
401.70,	2.1300
402.34,	2.1300
402.99,	2.1300
403.63,	2.1300
404.27,	2.1300
404.91,	2.1300
405.55,	2.1300
406.19,	2.1300
406.83,	2.1200
407.48,	2.1200
408.12,	2.1200
408.76,	2.1200
409.40,	2.1200
410.04,	2.1200
410.68,	2.1200
411.32,	2.1200
411.96,	2.1200
412.60,	2.1200
413.24,	2.1200
413.88,	2.1200
414.52,	2.1300
415.17,	2.1300
415.81,	2.1300
416.45,	2.1300
417.09,	2.1300
417.73,	2.1300
418.37,	2.1300
419.01,	2.1300
419.65,	2.1400
420.29,	2.1300
420.93,	2.1400
421.57,	2.1300
422.21,	2.1300
422.85,	2.1400
423.49,	2.1400
424.13,	2.1400
424.77,	2.1400
425.41,	2.1400
426.05,	2.1400
426.69,	2.1400
427.33,	2.1400
427.97,	2.1400
428.61,	2.1400
429.25,	2.1300
429.89,	2.1300
430.53,	2.1300
431.17,	2.1400
431.80,	2.1400
432.44,	2.1400
433.08,	2.1400
433.72,	2.1300
434.36,	2.1300
435.00,	2.1400
435.64,	2.1400
436.28,	2.1400
436.92,	2.1400
437.56,	2.1400
438.20,	2.1400
438.84,	2.1400
439.47,	2.1400
440.11,	2.1300
440.75,	2.1300
441.39,	2.1300
442.03,	2.1300
442.67,	2.1400
443.31,	2.1400
443.95,	2.1400
444.58,	2.1500
445.22,	2.1500
445.86,	2.1500
446.50,	2.1500
447.14,	2.1500
447.78,	2.1500
448.41,	2.1500
449.05,	2.1500
449.69,	2.1500
450.33,	2.1500
450.97,	2.1500
451.60,	2.1500
452.24,	2.1500
452.88,	2.1500
453.52,	2.1500
454.16,	2.1500
454.79,	2.1500
455.43,	2.1500
456.07,	2.1500
456.71,	2.1500
457.35,	2.1500
457.98,	2.1500
458.62,	2.1500
459.26,	2.1500
459.90,	2.1500
460.53,	2.1500
461.17,	2.1500
461.81,	2.1500
462.44,	2.1500
463.08,	2.1500
463.72,	2.1500
464.36,	2.1500
464.99,	2.1500
465.63,	2.1500
466.27,	2.1500
466.90,	2.1500
467.54,	2.1500
468.18,	2.1500
468.81,	2.1500
469.45,	2.1500
470.09,	2.1500
470.72,	2.1500
471.36,	2.1500
472.00,	2.1500
472.63,	2.1500
473.27,	2.1500
473.91,	2.1500
474.54,	2.1500
475.18,	2.1500
475.82,	2.1500
476.45,	2.1400
477.09,	2.1300
477.73,	2.1300
478.36,	2.1300
479.00,	2.1300
479.63,	2.1300
480.27,	2.1400
480.91,	2.1400
481.54,	2.1400
482.18,	2.1400
482.81,	2.1400
483.45,	2.1400
484.08,	2.1400
484.72,	2.1400
485.36,	2.1400
485.99,	2.1400
486.63,	2.1400
487.26,	2.1400
487.90,	2.1400
488.53,	2.1400
489.17,	2.1300
489.80,	2.1300
490.44,	2.1300
491.07,	2.1300
491.71,	2.1300
492.34,	2.1300
492.98,	2.1200
493.62,	2.1200
494.25,	2.1200
494.89,	2.1200
495.52,	2.1100
496.15,	2.1100
496.79,	2.1100
497.42,	2.1100
498.06,	2.1100
498.69,	2.1100
499.33,	2.1100
499.96,	2.1100
500.60,	2.1000
501.23,	2.1000
501.87,	2.1000
502.50,	2.1000
503.14,	2.1000
503.77,	2.1000
504.40,	2.1000
505.04,	2.1000
505.67,	2.1000
506.31,	2.1000
506.94,	2.1000
507.57,	2.1000
508.21,	2.1000
508.84,	2.1000
509.48,	2.1000
510.11,	2.1000
510.74,	2.1000
511.38,	2.1000
512.01,	2.1000
512.65,	2.1000
513.28,	2.1000
513.91,	2.1000
514.55,	2.1000
515.18,	2.1000
515.81,	2.1000
516.45,	2.1000
517.08,	2.1000
517.71,	2.1000
518.35,	2.1000
518.98,	2.1000
519.61,	2.1000
520.25,	2.1000
520.88,	2.1000
521.51,	2.1000
522.15,	2.1000
522.78,	2.1000
523.41,	2.1000
524.04,	2.1000
524.68,	2.0900
525.31,	2.0900
525.94,	2.0900
526.58,	2.0800
527.21,	2.0800
527.84,	2.0800
528.47,	2.0800
529.11,	2.0800
529.74,	2.0800
530.37,	2.0800
531.00,	2.0800
531.64,	2.0800
532.27,	2.0800
532.90,	2.0900
533.53,	2.0900
534.17,	2.0900
534.80,	2.0900
535.43,	2.0900
536.06,	2.0900
536.69,	2.0900
537.33,	2.1000
537.96,	2.1000
538.59,	2.1000
539.22,	2.1000
539.85,	2.1000
540.48,	2.1000
541.12,	2.1000
541.75,	2.1000
542.38,	2.0900
543.01,	2.0900
543.64,	2.1000
544.27,	2.0900
544.91,	2.0900
545.54,	2.0900
546.17,	2.0900
546.80,	2.0900
547.43,	2.0900
548.06,	2.0900
548.69,	2.0900
549.32,	2.0900
549.95,	2.0900
550.59,	2.0800
551.22,	2.0800
551.85,	2.0800
552.48,	2.0800
553.11,	2.0800
553.74,	2.0800
554.37,	2.0700
555.00,	2.0700
555.63,	2.0700
556.26,	2.0600
556.89,	2.0600
557.52,	2.0600
558.15,	2.0500
558.78,	2.0500
559.42,	2.0500
560.05,	2.0500
560.68,	2.0500
561.31,	2.0500
561.94,	2.0500
562.57,	2.0400
563.20,	2.0400
563.83,	2.0400
564.46,	2.0300
565.09,	2.0300
565.72,	2.0300
566.35,	2.0300
566.98,	2.0300
567.61,	2.0300
568.24,	2.0300
568.87,	2.0300
569.50,	2.0300
570.12,	2.0300
570.75,	2.0300
571.38,	2.0300
572.01,	2.0300
572.64,	2.0300
573.27,	2.0300
573.90,	2.0300
574.53,	2.0300
575.16,	2.0300
575.79,	2.0300
576.42,	2.0300
577.05,	2.0300
577.68,	2.0300
578.31,	2.0300
578.93,	2.0300
579.56,	2.0300
580.19,	2.0300
580.82,	2.0300
581.45,	2.0200
582.08,	2.0200
582.71,	2.0200
583.34,	2.0200
583.97,	2.0200
584.59,	2.0200
585.22,	2.0200
585.85,	2.0200
586.48,	2.0200
587.11,	2.0200
587.74,	2.0200
588.36,	2.0200
588.99,	2.0200
589.62,	2.0200
590.25,	2.0200
590.88,	2.0200
591.50,	2.0200
592.13,	2.0200
592.76,	2.0200
593.39,	2.0200
594.02,	2.0200
594.64,	2.0200
595.27,	2.0200
595.90,	2.0200
596.53,	2.0200
597.16,	2.0200
597.78,	2.0200
598.41,	2.0200
599.04,	2.0200
599.67,	2.0200
600.29,	2.0200
600.92,	2.0200
601.55,	2.0200
602.18,	2.0200
602.80,	2.0200
603.43,	2.0200
604.06,	2.0200
604.68,	2.0200
605.31,	2.0200
605.94,	2.0200
606.57,	2.0200
607.19,	2.0200
607.82,	2.0200
608.45,	2.0200
609.07,	2.0200
609.70,	2.0200
610.33,	2.0100
610.95,	2.0100
611.58,	2.0100
612.21,	2.0100
612.83,	2.0100
613.46,	2.0100
614.09,	2.0200
614.71,	2.0200
615.34,	2.0200
615.97,	2.0200
616.59,	2.0200
617.22,	2.0200
617.84,	2.0200
618.47,	2.0200
619.10,	2.0100
619.72,	2.0100
620.35,	2.0100
620.97,	2.0100
621.60,	2.0000
622.23,	2.0000
622.85,	2.0000
623.48,	2.0000
624.10,	2.0000
624.73,	2.0000
625.35,	2.0000
625.98,	2.0000
626.61,	2.0000
627.23,	2.0000
627.86,	2.0000
628.48,	2.0000
629.11,	1.9900
629.73,	1.9900
630.36,	1.9900
630.98,	1.9900
631.61,	1.9900
632.23,	1.9800
632.86,	1.9800
633.48,	1.9800
634.11,	1.9800
634.73,	1.9800
635.36,	1.9800
635.98,	1.9800
636.61,	1.9800
637.23,	1.9800
637.86,	1.9800
638.48,	1.9800
639.11,	1.9800
639.73,	1.9800
640.36,	1.9800
640.98,	1.9800
641.61,	1.9800
642.23,	1.9900
642.85,	1.9900
643.48,	1.9800
644.10,	1.9800
644.73,	1.9800
645.35,	1.9800
645.98,	1.9800
646.60,	1.9800
647.22,	1.9700
647.85,	1.9700
648.47,	1.9700
649.10,	1.9700
649.72,	1.9700
650.34,	1.9700
650.97,	1.9700
651.59,	1.9700
652.22,	1.9700
652.84,	1.9700
653.46,	1.9700
654.09,	1.9700
654.71,	1.9700
655.33,	1.9700
655.96,	1.9700
656.58,	1.9600
657.20,	1.9600
657.83,	1.9600
658.45,	1.9600
659.07,	1.9600
659.70,	1.9600
660.32,	1.9600
660.94,	1.9600
661.57,	1.9600
662.19,	1.9600
662.81,	1.9600
663.43,	1.9600
664.06,	1.9600
664.68,	1.9600
665.30,	1.9600
665.93,	1.9600
666.55,	1.9600
667.17,	1.9600
667.79,	1.9600
668.42,	1.9500
669.04,	1.9500
669.66,	1.9500
670.28,	1.9500
670.91,	1.9500
671.53,	1.9500
672.15,	1.9500
672.77,	1.9500
673.39,	1.9500
674.02,	1.9500
674.64,	1.9500
675.26,	1.9500
675.88,	1.9500
676.50,	1.9400
677.13,	1.9500
677.75,	1.9500
678.37,	1.9400
678.99,	1.9400
679.61,	1.9500
680.24,	1.9400
680.86,	1.9400
681.48,	1.9500
682.10,	1.9500
682.72,	1.9500
683.34,	1.9500
683.96,	1.9400
684.59,	1.9500
685.21,	1.9400
685.83,	1.9500
686.45,	1.9400
687.07,	1.9400
687.69,	1.9400
688.31,	1.9400
688.93,	1.9400
689.56,	1.9400
690.18,	1.9400
690.80,	1.9400
691.42,	1.9400
692.04,	1.9400
692.66,	1.9400
693.28,	1.9400
693.90,	1.9400
694.52,	1.9400
695.14,	1.9400
695.76,	1.9400
696.38,	1.9400
697.00,	1.9400
697.62,	1.9400
698.25,	1.9400
698.87,	1.9400
699.49,	1.9400
700.11,	1.9400
700.73,	1.9400
701.35,	1.9400
701.97,	1.9400
702.59,	1.9400
703.21,	1.9400
703.83,	1.9400
704.45,	1.9400
705.07,	1.9400
705.69,	1.9400
706.31,	1.9400
706.93,	1.9400
707.55,	1.9400
708.17,	1.9400
708.79,	1.9400
709.40,	1.9400
710.02,	1.9400
710.64,	1.9300
711.26,	1.9300
711.88,	1.9400
712.50,	1.9400
713.12,	1.9300
713.74,	1.9300
714.36,	1.9300
714.98,	1.9300
715.60,	1.9300
716.22,	1.9400
716.84,	1.9400
717.45,	1.9400
718.07,	1.9400
718.69,	1.9300
719.31,	1.9300
719.93,	1.9300
720.55,	1.9300
721.17,	1.9300
721.79,	1.9300
722.41,	1.9400
723.02,	1.9300
723.64,	1.9300
724.26,	1.9300
724.88,	1.9300
725.50,	1.9300
726.12,	1.9300
726.73,	1.9300
727.35,	1.9300
727.97,	1.9300
728.59,	1.9300
729.21,	1.9400
729.83,	1.9400
730.44,	1.9400
731.06,	1.9400
731.68,	1.9400
732.30,	1.9400
732.92,	1.9400
733.53,	1.9400
734.15,	1.9300
734.77,	1.9400
735.39,	1.9300
736.00,	1.9300
736.62,	1.9300
737.24,	1.9300
737.86,	1.9400
738.47,	1.9400
739.09,	1.9400
739.71,	1.9300
740.33,	1.9300
740.94,	1.9300
741.56,	1.9300
742.18,	1.9300
742.79,	1.9300
743.41,	1.9300
744.03,	1.9300
744.65,	1.9300
745.26,	1.9300
745.88,	1.9300
746.50,	1.9300
747.11,	1.9400
747.73,	1.9400
748.35,	1.9300
748.96,	1.9300
749.58,	1.9300
750.20,	1.9300
750.81,	1.9300
751.43,	1.9300
752.05,	1.9300
752.66,	1.9300
753.28,	1.9300
753.90,	1.9300
754.51,	1.9300
755.13,	1.9300
755.74,	1.9300
756.36,	1.9300
756.98,	1.9300
757.59,	1.9300
758.21,	1.9300
758.82,	1.9300
759.44,	1.9300
760.06,	1.9300
760.67,	1.9300
761.29,	1.9200
761.90,	1.9200
762.52,	1.9200
763.14,	1.9200
763.75,	1.9200
764.37,	1.9200
764.98,	1.9200
765.60,	1.9200
766.21,	1.9200
766.83,	1.9200
767.44,	1.9200
768.06,	1.9200
768.67,	1.9200
769.29,	1.9200
769.90,	1.9200
770.52,	1.9100
771.14,	1.9100
771.75,	1.9200
772.37,	1.9200
772.98,	1.9200
773.59,	1.9100
774.21,	1.9200
774.82,	1.9100
775.44,	1.9100
776.05,	1.9100
776.67,	1.9100
777.28,	1.9100
777.90,	1.9100
778.51,	1.9100
779.13,	1.9100
779.74,	1.9100
780.36,	1.9100
780.97,	1.9100
781.58,	1.9100
782.20,	1.9100
782.81,	1.9100
783.43,	1.9000
784.04,	1.9000
784.66,	1.9000
785.27,	1.9000
785.88,	1.9000
786.50,	1.9000
787.11,	1.9000
787.73,	1.9000
788.34,	1.9000
788.95,	1.9000
789.57,	1.9000
790.18,	1.9000
790.79,	1.9000
791.41,	1.9000
792.02,	1.9000
792.63,	1.9000
793.25,	1.9000
793.86,	1.9000
794.47,	1.9000
795.09,	1.9000
795.70,	1.9000
796.31,	1.9000
796.93,	1.9000
797.54,	1.9000
798.15,	1.9000
798.77,	1.9000
799.38,	1.9000
799.99,	1.9000
800.61,	1.9000
801.22,	1.9000
801.83,	1.9000
802.44,	1.9000
803.06,	1.9000
803.67,	1.9000
804.28,	1.9000
804.90,	1.8900
805.51,	1.9000
806.12,	1.8900
806.73,	1.8900
807.34,	1.8900
807.96,	1.8900
808.57,	1.8900
809.18,	1.8900
809.79,	1.8900
810.41,	1.8900
811.02,	1.8900
811.63,	1.8900
812.24,	1.8900
812.85,	1.8900
813.47,	1.8900
814.08,	1.8900
814.69,	1.8900
815.30,	1.8900
815.91,	1.8900
816.53,	1.8900
817.14,	1.8900
817.75,	1.8900
818.36,	1.8900
818.97,	1.8900
819.58,	1.8900
820.20,	1.8900
820.81,	1.8900
821.42,	1.8900
822.03,	1.8900
822.64,	1.8900
823.25,	1.8900
823.86,	1.8900
824.47,	1.8900
825.09,	1.8900
825.70,	1.8900
826.31,	1.8900
826.92,	1.8900
827.53,	1.8800
828.14,	1.8800
828.75,	1.8800
829.36,	1.8800
829.97,	1.8800
830.58,	1.8800
831.19,	1.8800
831.80,	1.8800
832.42,	1.8800
833.03,	1.8800
833.64,	1.8800
834.25,	1.8800
834.86,	1.8800
835.47,	1.8800
836.08,	1.8800
836.69,	1.8800
837.30,	1.8800
837.91,	1.8800
838.52,	1.8800
839.13,	1.8800
839.74,	1.8800
840.35,	1.8800
840.96,	1.8800
841.57,	1.8700
842.18,	1.8800
842.79,	1.8800
843.40,	1.8800
844.01,	1.8800
844.62,	1.8800
845.23,	1.8800
845.84,	1.8800
846.45,	1.8800
847.06,	1.8700
847.67,	1.8700
848.27,	1.8800
848.88,	1.8800
849.49,	1.8800
850.10,	1.8900
850.71,	1.8900
851.32,	1.8900
851.93,	1.9000
852.54,	1.9000
853.15,	1.9000
853.76,	1.9000
854.37,	1.9000
854.98,	1.9000
855.58,	1.9000
856.19,	1.9000
856.80,	1.9000
857.41,	1.9000
858.02,	1.9000
858.63,	1.9000
859.24,	1.9100
859.85,	1.9100
860.45,	1.9000
861.06,	1.9000
861.67,	1.9000
862.28,	1.9100
862.89,	1.9100
863.50,	1.9000
864.10,	1.9000
864.71,	1.9000
865.32,	1.9000
865.93,	1.9000
866.54,	1.9000
867.14,	1.9000
867.75,	1.9000
868.36,	1.9100
868.97,	1.9000
869.58,	1.9000
870.18,	1.9100
870.79,	1.9000
871.40,	1.9000
872.01,	1.9000
