Call Sign = ZSDA,	Ship Name = SA Agulhas,	Lloyds Num = 0
Date = 01/31/2017,	Time = 14:09,	
Latitude = 53 34.88  S,	Longitude = 000 00.10  W
865.93,	1.4300
866.54,	1.4300
867.14,	1.4300
867.75,	1.4300
868.36,	1.4300
868.97,	1.4300
869.58,	1.4300
870.18,	1.4400
870.79,	1.4300
871.40,	1.4300
872.01,	1.4300
872.61,	1.4200
873.22,	1.4200
873.83,	1.4200
874.44,	1.4200
875.04,	1.4200
875.65,	1.4200
876.26,	1.4300
876.87,	1.4200
877.47,	1.4200
878.08,	1.4200
878.69,	1.4200
879.29,	1.4200
879.90,	1.4200
880.51,	1.4200
881.12,	1.4200
881.72,	1.4200
882.33,	1.4100
882.94,	1.4100
883.54,	1.4100
884.15,	1.4100
884.76,	1.4100
885.36,	1.4100
885.97,	1.4100
886.58,	1.4100
887.18,	1.4100
887.79,	1.4100
888.40,	1.4100
889.00,	1.4100
889.61,	1.4100
890.22,	1.4100
890.82,	1.4100
891.43,	1.4100
892.03,	1.4100
892.64,	1.4200
893.25,	1.4200
893.85,	1.4100
894.46,	1.4100
895.06,	1.4100
895.67,	1.4100
896.28,	1.4100
896.88,	1.4100
897.49,	1.4000
898.09,	1.4000
898.70,	1.4000
899.30,	1.3900
899.91,	1.4000
900.52,	1.4000
901.12,	1.4000
901.73,	1.3900
902.33,	1.3900
902.94,	1.3900
903.54,	1.3900
904.15,	1.4000
904.75,	1.3900
905.36,	1.3900
905.96,	1.3900
906.57,	1.3900
907.17,	1.3900
907.78,	1.3900
908.38,	1.3900
908.99,	1.3900
909.59,	1.3900
910.20,	1.3900
910.80,	1.3900
911.41,	1.3900
912.01,	1.3900
912.62,	1.3900
913.22,	1.3900
913.83,	1.3900
914.43,	1.3900
915.03,	1.3800
915.64,	1.3800
916.24,	1.3800
916.85,	1.3800
917.45,	1.3800
918.06,	1.3800
918.66,	1.3800
919.26,	1.3800
919.87,	1.3800
920.47,	1.3800
921.08,	1.3800
921.68,	1.3800
922.28,	1.3800
922.89,	1.3700
923.49,	1.3700
924.10,	1.3700
924.70,	1.3700
925.30,	1.3700
925.91,	1.3700
926.51,	1.3700
927.11,	1.3700
927.72,	1.3700
928.32,	1.3700
928.92,	1.3700
929.53,	1.3700
930.13,	1.4100
930.74,	1.8800
931.34,	3.8200
931.94,	7.5900
932.54,	11.7200
933.15,	13.9600
933.75,	14.9900
934.35,	15.6700
934.96,	16.2000
935.56,	16.6600
936.16,	22.5300
936.77,	35.5000
937.37,	35.5000
937.97,	35.5000
938.57,	35.5000
939.18,	35.5000
939.78,	35.5000
940.38,	35.5000
940.98,	35.5000
941.59,	35.5000
942.19,	35.5000
942.79,	35.5000
943.39,	35.5000
944.00,	35.5000
944.60,	35.5000
945.20,	35.5000
945.80,	35.5000
946.40,	35.5000
947.01,	35.5000
947.61,	35.5000
948.21,	35.5000
948.81,	35.5000
949.41,	35.5000
950.02,	35.5000
950.62,	35.5000
951.22,	35.5000
951.82,	35.5000
952.42,	35.5000
953.02,	35.5000
953.63,	35.5000
954.23,	35.5000
954.83,	35.5000
955.43,	35.5000
956.03,	35.5000
956.63,	35.5000
957.24,	35.5000
957.84,	35.5000
958.44,	35.5000
959.04,	35.5000
959.64,	35.5000
960.24,	35.5000
960.84,	21.0900
961.44,	-2.5200
962.04,	-2.5200
962.64,	-2.5200
963.25,	-2.5200
963.85,	-2.5200
964.45,	-2.5200
965.05,	-2.5200
965.65,	-2.5200
966.25,	-2.5200
966.85,	-2.5200
967.45,	-2.5200
968.05,	-2.5200
968.65,	-2.5200
969.25,	-2.5200
969.85,	-2.5200
970.45,	-2.5200
971.05,	-2.5200
971.65,	-2.5200
972.25,	-2.5200
972.85,	-2.5200
973.45,	-2.5200
974.05,	-2.5200
974.65,	-2.5200
975.25,	-2.5200
975.85,	-2.5200
976.45,	-2.5200
977.05,	-2.5200
977.65,	-2.5200
978.25,	-2.5200
978.85,	-2.5200
979.45,	-2.5200
980.05,	-2.5200
980.65,	-2.5200
981.25,	-2.5200
981.85,	-2.5200
982.45,	-2.5200
983.05,	-2.5200
983.65,	-2.5200
984.25,	-2.5200
984.85,	-2.5200
985.45,	-2.5200
986.04,	-2.5200
986.64,	-2.5200
987.24,	-2.5200
987.84,	-2.5200
988.44,	-2.5200
989.04,	-2.5200
989.64,	-2.5200
990.24,	-2.5200
990.84,	-2.5200
991.44,	-2.5200
992.03,	-2.5200
992.63,	-2.5200
993.23,	-2.5200
993.83,	-2.5200
994.43,	-2.5200
995.03,	-2.5200
995.63,	-2.5200
996.22,	-2.5200
996.82,	-2.5200
997.42,	-2.5200
998.02,	-2.5200
998.62,	-2.5200
999.21,	-2.5200
999.81,	-2.5200
1000.41,	-2.5200
